日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20210730,6289,技研製作所,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6291,日本エアーテック,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6292,カワタ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6293,日精樹脂工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6294,オカダアイヨン,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6297,鉱研工業,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6298,ワイエイシイホールディングス,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6299,神鋼環境ソリューション,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6301,小松製作所,市場第一部（内国株）,3600,機械,8,機械 ,2,TOPIX Large70
20210730,6302,住友重機械工業,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6303,ササクラ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6305,日立建機,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6306,日工,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6307,サンセイ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6309,巴工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6310,井関農機,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6312,フロイント産業,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6315,ＴＯＷＡ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6316,丸山製作所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6317,北川鉄工所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6319,シンニッタン,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20210730,6322,タクミナ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6323,ローツェ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6324,ハーモニック・ドライブ・システムズ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6325,タカキタ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6326,クボタ,市場第一部（内国株）,3600,機械,8,機械 ,2,TOPIX Large70
20210730,6327,北川精機,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6328,荏原実業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6330,東洋エンジニアリング,市場第一部（内国株）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20210730,6331,三菱化工機,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6332,月島機械,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6333,帝国電機製作所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6334,明治機械,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6335,東京機械製作所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6336,石井表記,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6337,テセック,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6338,タカトリ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6339,新東工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6340,澁谷工業,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6342,太平製作所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6343,フリージア・マクロス,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6345,アイチ　コーポレーション,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6346,キクカワエンタープライズ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6347,プラコー,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6349,小森コーポレーション,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6351,鶴見製作所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6355,住友精密工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6356,日本ギア工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6357,三精テクノロジーズ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6358,酒井重工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6360,東京自働機械製作所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6361,荏原製作所,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6362,石井鐵工所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6363,酉島製作所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6364,北越工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6365,電業社機械製作所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6366,千代田化工建設,市場第二部（内国株）,2050,建設業,3,建設・資材 ,-,-
20210730,6367,ダイキン工業,市場第一部（内国株）,3600,機械,8,機械 ,1,TOPIX Core30
20210730,6368,オルガノ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6369,トーヨーカネツ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6370,栗田工業,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6371,椿本チエイン,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6373,大同工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6376,日機装,市場第一部（内国株）,3750,精密機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6378,木村化工機,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6379,レイズネクスト,市場第一部（内国株）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20210730,6380,オリエンタルチエン工業,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6381,アネスト岩田,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6382,トリニティ工業,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6383,ダイフク,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6384,昭和真空,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6387,サムコ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6390,加藤製作所,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6391,加地テック,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6392,ヤマダコーポレーション,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6393,油研工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6395,タダノ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6396,宇野澤組鐵工所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6400,不二精機,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6402,兼松エンジニアリング,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6403,水道機工,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6405,鈴茂器工,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6406,フジテック,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6407,ＣＫＤ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6408,小倉クラッチ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6409,キトー,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6411,中野冷機,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6412,平和,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6413,理想科学工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6416,桂川電機,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6417,ＳＡＮＫＹＯ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6418,日本金銭機械,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6419,マースグループホールディングス,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6420,フクシマガリレイ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6424,高見沢サイバネティックス,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6425,ユニバーサルエンターテインメント,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6428,オーイズミ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6430,ダイコク電機,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6432,竹内製作所,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6433,ヒーハイスト,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6436,アマノ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6440,ＪＵＫＩ,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6444,サンデンホールディングス,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6445,蛇の目ミシン工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6448,ブラザー工業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20210730,6454,マックス,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6455,モリタホールディングス,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,7,TOPIX Small 2
20210730,6457,グローリー,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6458,新晃工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6459,大和冷機工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6460,セガサミーホールディングス,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6461,日本ピストンリング,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6462,リケン,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6463,ＴＰＲ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6464,ツバキ・ナカシマ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6465,ホシザキ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6466,ＴＶＥ,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6467,ニチダイ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6469,放電精密加工研究所,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6470,大豊工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6471,日本精工,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6472,ＮＴＮ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6473,ジェイテクト,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6474,不二越,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6479,ミネベアミツミ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20210730,6480,日本トムソン,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6481,ＴＨＫ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6482,ユーシン精機,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6484,ＫＶＫ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6485,前澤給装工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6486,イーグル工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6488,ヨシタケ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6489,前澤工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6490,日本ピラー工業,市場第一部（内国株）,3600,機械,8,機械 ,7,TOPIX Small 2
20210730,6492,岡野バルブ製造,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6493,日鍛バルブ,市場第二部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20210730,6494,ＮＦＫホールディングス,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6495,宮入バルブ製作所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6496,中北製作所,市場第二部（内国株）,3600,機械,8,機械 ,-,-
20210730,6497,ハマイ,JASDAQ(スタンダード・内国株）,3600,機械,8,機械 ,-,-
20210730,6498,キッツ,市場第一部（内国株）,3600,機械,8,機械 ,6,TOPIX Small 1
20210730,6501,日立製作所,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,1,TOPIX Core30
20210730,6502,東芝,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20210730,6503,三菱電機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,2,TOPIX Large70
20210730,6504,富士電機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20210730,6505,東洋電機製造,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6506,安川電機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20210730,6507,シンフォニアテクノロジー,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6508,明電舎,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6513,オリジン,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6516,山洋電気,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6517,デンヨー,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6518,三相電機,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6521,オキサイド,マザーズ（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6532,ベイカレント・コンサルティング,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6535,アイモバイル,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6537,ＷＡＳＨハウス,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6538,キャリアインデックス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6539,ＭＳ－Ｊａｐａｎ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6540,船場,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6541,グレイステクノロジー,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,6542,ＦＣホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6543,日宣,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6544,ジャパンエレベーターサービスホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,6545,インターネットインフィニティー,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6546,フルテック,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6547,グリーンズ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6548,旅工房,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6549,ディーエムソリューションズ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6550,Ｆｒｉｎｇｅ８１,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6551,ツナググループ・ホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6552,ＧａｍｅＷｉｔｈ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6553,ソウルドアウト,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6554,エスユーエス,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6556,ウェルビー,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6557,ｇｌｏｂａｌ　ｂｒｉｄｇｅ　ＨＯＬＤＩＮＧＳ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6558,クックビズ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6560,エル・ティー・エス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6562,ジーニー,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6563,みらいワークス,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6564,ミダック,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6565,ＡＢホテル,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6566,要興業,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6567,ＳＥＲＩＯホールディングス,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6568,神戸天然物化学,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6569,日総工産,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6570,共和コーポレーション,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6571,キュービーネットホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6572,ＲＰＡホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,6573,アジャイルメディア・ネットワーク,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6574,コンヴァノ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6575,ヒューマン・アソシエイツ・ホールディングス,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6576,揚工舎,PRO Market,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6577,ベストワンドットコム,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6578,エヌリンクス,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6579,ログリー,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6580,ライトアップ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20210730,6584,三櫻工業,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,7,TOPIX Small 2
20210730,6586,マキタ,市場第一部（内国株）,3600,機械,8,機械 ,4,TOPIX Mid400
20210730,6588,東芝テック,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6590,芝浦メカトロニクス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6592,マブチモーター,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20210730,6594,日本電産,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,1,TOPIX Core30
20210730,6596,筑波精工,PRO Market,3650,電気機器,9,電機・精密 ,-,-
20210730,6597,ＨＰＣシステムズ,マザーズ（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6599,エブレン,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6612,バルミューダ,マザーズ（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6613,ＱＤレーザ,マザーズ（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6614,シキノハイテック,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6615,ユー・エム・シー・エレクトロニクス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6616,トレックス・セミコンダクター,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6617,東光高岳,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6618,大泉製作所,マザーズ（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6619,ダブル・スコープ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6620,宮越ホールディングス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6622,ダイヘン,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6625,ＪＡＬＣＯホールディングス,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,6626,ＳＥＭＩＴＥＣ,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6627,テラプローブ,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6628,オンキヨーホームエンターテイメント,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6629,テクノホライゾン,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6630,ヤーマン,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6632,ＪＶＣケンウッド,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6633,Ｃ＆Ｇシステムズ,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6634,ネクスグループ,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6635,大日光・エンジニアリング,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6637,寺崎電気産業,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6638,ミマキエンジニアリング,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6639,コンテック,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6640,Ｉ－ＰＥＸ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6641,日新電機,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6643,戸上電機製作所,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6644,大崎電気工業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6645,オムロン,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20210730,6647,森尾電機,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6648,かわでん,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6651,日東工業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6652,ＩＤＥＣ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,6,TOPIX Small 1
20210730,6653,正興電機製作所,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6654,不二電機工業,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6656,インスペック,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6658,シライ電子工業,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6659,メディアリンクス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6662,ユビテック,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6663,太洋工業,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6664,オプトエレクトロニクス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6666,リバーエレテック,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6668,アドテック　プラズマ　テクノロジー,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6670,ＭＣＪ,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6674,ジーエス・ユアサ　コーポレーション,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
20210730,6675,サクサホールディングス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6676,メルコホールディングス,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6677,エスケーエレクトロニクス,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6678,テクノメディカ,市場第一部（内国株）,3650,電気機器,9,電機・精密 ,7,TOPIX Small 2
20210730,6694,ズーム,JASDAQ(スタンダード・内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6695,トリプルワン,PRO Market,3650,電気機器,9,電機・精密 ,-,-
20210730,6696,ピースリー,マザーズ（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6697,テックポイント・インク　ＪＤＲ,マザーズ（外国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,6698,ヴィスコ・テクノロジーズ,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
